No,レアリティ,COST,名称,HP (Lv1),HP (MAX),ATK (Lv1),ATK (MAX),効果,効果 (最大解放),備考,イラストレーター,フレーバーテキスト,攻撃力,宝具威力,ダメージプラス,特攻状態を付与,バスター,クイック,アーツ,クリティカル威力アップ,スター発生率,スター集中,毎ターンスター獲得,必中・無敵貫通,弱体付与率,防御無視を付与,防御力,ダメージカット,特防状態を付与,ガッツ状態を付与,回避・無敵,弱体耐性,弱体無効,HP毎ターン回復,HP回復量,HP最大値上昇,NPチャージ,NP獲得量,NP毎ターン獲得,ターゲット集中状態を付与,宝具チャージ段階上昇,退場時,報酬増加系,強化耐性,絆礼装,バレンタイン礼装
703,4,9,氷室の天地 ～7人の最強偉人篇～,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,【期間限定】12/31(日) 21:59までに『特異点F 炎上汚染都市 冬木』をクリアせよ」を達成する,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
704,5,12,ニュー・ビギニング,400,1600,250,1000,自身のArtsカード性能を10%アップ＆クリティカル威力を10%アップ＆NPを40%チャージした状態でバトルを開始する,自身のArtsカード性能を15%アップ＆クリティカル威力を15%アップ＆NPを50%チャージした状態でバトルを開始する[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-
705,4,9,アヴァロン・セレブレイト,320,1200,200,750,自身のスター集中度を300%アップ＆NP獲得量を10%アップ,自身のスター集中度を400%アップ＆NP獲得量を15%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
706,3,5,幸せとは温い子犬,300,1500,0,0,クエストクリアで得られるQPを2018増やす,クエストクリアで得られるQPを2018増やす　＋　自身にダメージを18カットする状態を付与[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
707,4,9,いろはにほへと,-,2018,-,0,-,自身に毎ターンNP1%獲得状態を付与する,10万リツイート達成で配布,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-
708,3,5,宇宙犬,-,0,-,0,"効果なし (EXP18,000)",-,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
709,4,9,富士越龍図,-,100,-,100,-,"葛飾北斎 (フォーリナー)装備時のみ、
自身の宝具威力を30%アップ＆ガッツ状態を付与(1回・HP20%回復)",葛飾北斎の絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
710,4,9,コミカライズプロジェクト,-,100,-,100,-,クエストクリアで得られるマスターEXPを50増やす,記念クエストクリア報酬,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
711,5,12,鬼に衣,0,0,500,2000,自身のクリティカル威力を10%アップ＆スター発生率を10%アップ＆NPを30%チャージした状態でバトルを開始する,自身のクリティカル威力を15%アップ＆スター発生率を15%アップ＆NPを50%チャージした状態でバトルを開始する[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-
712,4,9,Fate／EXTRA,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,記念クエストクリア報酬,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
713,5,12,ファラオ・チョコラトル,0,0,500,2000,自身のBusterカード性能を10%アップ＆宝具威力を10%アップ＆NP獲得量を15%アップ,自身のBusterカード性能を15%アップ＆宝具威力を15%アップ＆NP獲得量を20%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
714,4,9,はじめてのバレンタイン,320,1200,200,750,自身のQuickカード性能を8%アップ＆Busterカード性能を8%アップ＆宝具威力を5%アップ,自身のQuickカード性能を10%アップ＆Busterカード性能を10%アップ＆宝具威力を10%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,○,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
715,3,5,ウィッチズ・キッチン,300,1500,0,0,自身のArtsカード性能を3%アップ＆NP獲得量を5%アップ,自身のArtsカード性能を5%アップ＆NP獲得量を10%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
716,5,12,スイート・デイズ,400,1600,250,1000,自身のArtsカード性能を8%アップ＆Busterカード性能を8%アップ＆毎ターンスターを3個獲得する状態を付与,自身のArtsカード性能を10%アップ＆Busterカード性能を10%アップ＆毎ターンスターを4個獲得する状態を付与[最大開放],イベントドロップor交換アイテム,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
717,4,9,不明の杯,-,100,-,100,-,"セミラミス(アサシン)装備時のみ、
自身がフィールドにいる間、
味方全体のBusterカード性能を10%アップ＆宝具威力を10%アップ",セミラミスの絆Lv10,coming soon...,coming soon...,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
718,4,3,邪悪教典,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（新宿のアーチャー）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
719,4,3,セーブ・ワイヤー,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（エミヤ〔オルタ〕）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
720,4,3,疾駆する,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（新宿のアヴェンジャー）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
721,4,3,隕鉄扇,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（新宿のアサシン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
722,4,3,マカロニグラタン,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（アーサー・ペンドラゴン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
723,4,3,副長謹製の散薬,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（土方歳三）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
724,4,3,日輪しるこ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（茶々）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
725,4,3,甘い物語,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（不夜城のキャスター）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
726,4,3,高貴なる壺チョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（不夜城のアサシン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
727,4,3,トゲの生えたチョコ塊,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（エルドラドのバーサーカー）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
728,4,3,スタンディング・ボイルドエッグ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（レジスタンスのライダー）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
729,4,3,メルティ・ハート,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（メルトリリス）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
730,4,3,殺生院特上おはぎ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（殺生院キアラ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
731,4,3,Ｐプリン・ア・ラ・モード,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（パッションリップ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
732,4,3,スイートデビルスロット,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（BB）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
733,4,3,プレミアム・スナック,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（鈴鹿御前）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
734,4,3,緋色の研究,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（シャーロック・ホームズ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
735,4,3,大好きなパンケーキ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ポール・バニヤン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
736,4,3,美しすぎる皇帝チョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ネロ（キャスター））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
737,4,3,イシュタル凱旋門おこし,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（イシュタル（ライダー））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
738,4,3,英霊スティックチョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（エレナ・ブラヴァツキー（アーチャー））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
739,4,3,スチームエレクトリカルチョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（フランケンシュタイン（セイバー））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
740,4,3,チョコミントクールバレット,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（アルトリア・ペンドラゴン〔オルタ〕（ライダー））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
741,4,3,バーニング是非もないチョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（織田信長（バーサーカー））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
742,4,3,極上生チョコタルト,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（源頼光（ランサー））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
743,4,3,チョコレート,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ニトクリス（アサシン））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
744,4,3,精進料理,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（宝蔵院胤舜）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
745,4,3,銘菓風魔まんじゅう・改,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（加藤段蔵）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
746,4,3,洋風ぜんざい,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（アサシン・パライソ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
747,4,3,甘栗子ちよこれいと,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（アーチャー・インフェルノ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
748,4,3,古楓橋,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（柳生但馬守）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
749,4,3,ナンディーチョコ（1/1スケール）,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（パールヴァティー）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
750,4,3,ありきたりで悪い？,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（刑部姫）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
751,4,3,レシーバー,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（メカエリチャン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
752,4,3,シートベルト,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（メカエリチャンⅡ号機）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
753,4,3,チョコの鍵,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（アビゲイル・ウィリアムズ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
754,4,3,ピンク・ピグレット,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（オケアノスのキャスター）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
755,4,3,節制と嘘とビタースイート,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ミドラーシュのキャスター）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
756,4,3,蓮花愛すは何人ぞ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（哪吒）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
757,4,3,聖夜のホワイトケーキ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（アルテラ・ザ・サン〔タ〕）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
758,4,3,冥界のスイートホーム,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（エレキシュガル）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
759,4,3,ちよこちよこ蛸かいな,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（葛飾北斎）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
760,4,3,裏切りのチョコレートたち,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（セミラミス）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
761,4,3,ストレンジャー・アマンド,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（マシュ・キリエライト）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
762,4,9,なつのあめ,-,100,-,100,-,"浅上藤乃(アーチャー)装備時のみ、
自身がフィールドにいる間、
味方全体のArtsカード性能を10%アップ＆Busterカード性能を10%アップ",浅上藤乃の絆Lv10,coming soon...,coming soon...,-,-,-,-,○,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
763,4,9,冬のファラオ大感謝祭,-,100,-,100,-,クエストクリア時に得られるマスターEXPを50増やす,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
764,5,12,スター・オブ・キャメロット,0,0,500,2000,自身のスター集中度を400%アップ＆毎ターンスター3個獲得状態を付与,自身のスター集中度を600%アップ＆毎ターンスター4個獲得状態を付与[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
765,5,12,探偵ヱドモン～異邦潜入編～,400,1600,250,1000,自身のArtsカード性能を10%アップ＆Busterカード性能を10%アップ＆NP獲得量を10%アップ,自身のArtsカード性能を15%アップ＆Busterカード性能を15%アップ＆NP獲得量を15%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
766,4,9,ガトー・オ・ショコラ,600,2250,0,0,自身のBusterカード性能を8%アップ＆宝具威力を10%アップ＆クリティカル威力を10%アップ,自身のBusterカード性能を10%アップ＆宝具威力を15%アップ＆クリティカル威力を15%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,○,-,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
767,4,9,黄金と太陽の勝負師,0,0,400,1500,自身に毎ターンNP3%獲得状態を付与＆NP獲得量を5%アップ＆宝具威力を5%アップ,自身に毎ターンNP4%獲得状態を付与＆NP獲得量を10%アップ＆宝具威力を10%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-
768,4,9,カルデア特捜班,350,1200,200,750,自身に必中状態を付与＆Artsカード性能を5%アップ＆Busterカード性能を5%アップ,自身に必中状態を付与＆Artsカード性能を8%アップ＆Busterカード性能を8%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,-,○,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
769,3,5,ウェルカム・ダイナー,160,800,100,500,自身に毎ターンスター1個獲得状態を付与＆スター発生率を3%アップ＆クリティカル威力を3%アップ＆スター集中度を30%アップ,自身に毎ターンスター2個獲得状態を付与＆スター発生率を5%アップ＆クリティカル威力を5%アップ＆スター集中度を50%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,○,○,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
770,3,5,マスケティアーズ,0,0,200,1000,自身のQuickカードの性能を2%アップ＆Artsカードの性能を2%アップ＆Busterカードの性能を2%アップ＆スター発生率を5%アップ,自身のQuickカードの性能を3%アップ＆Artsカードの性能を3%アップ＆Busterカードの性能を3%アップ＆スター発生率を10%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,○,○,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
771,3,5,雨上がりの君,300,1500,0,0,自身に回避状態を付与(1回)＆毎ターンHP50回復状態を付与,自身に回避状態を付与(1回)＆毎ターンHP100回復状態を付与[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-
772,4,9,春遠からじ,-,100,-,100,-,自身に毎ターンHP42回復状態を付与する,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-
773,5,12,陽だまりの中で,400,1600,250,1000,自身に回避状態を付与(1回)＆ダメージを300カットする状態を付与,自身に回避状態を付与(1回)＆ダメージを400カットする状態を付与[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
774,4,9,最後の語り部,320,1200,200,750,自身に毎ターンNP4%獲得状態を付与＆宝具威力を10%アップ,自身に毎ターンNP5%獲得状態を付与＆宝具威力を15%アップ[最大開放],,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-
775,3,5,叡智の光,0,0,200,1000,自身のArtsカード性能を5%アップ＆NP獲得量を3%アップ,自身のArtsカード性能を8%アップ＆NP獲得量を5%アップ[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
776,4,9,異端のヤガ,0,0,400,1500,自身のBusterカード性能を8%アップ＆クリティカル威力を10%アップ＆スター発生率を10%アップ,自身のBusterカード性能を10%アップ＆クリティカル威力を15%アップ＆スター発生率を15%アップ[最大開放],,coming soon...,coming soon...,-,-,-,-,○,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
777,1,1,闘争,0,0,100,300,自身の攻撃力を2%アップする,自身の攻撃力を4%アップする[最大開放],,coming soon...,coming soon...,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
778,1,1,連鎖,0,0,100,300,自身に与ダメージを30プラスする状態を付与,自身に与ダメージをプラスする状態を付与[最大開放],,coming soon...,coming soon...,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
779,1,1,断絶,150,450,0,0,自身に被ダメージを30カットする状態を付与,自身に被ダメージを50カットする状態を付与[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
780,1,1,覚醒,80,250,50,150,自身のスター集中度を50%アップする,自身のスター集中度を100%アップする[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
781,1,1,飢餓,80,250,50,150,被ダメージ時のNP獲得量を15%アップする,被ダメージ時のNP獲得量を20%アップする[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
782,2,3,慈愛,200,750,0,0,自身のHP回復量を3%アップする,自身のHP回復量を5%アップする[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-
783,2,3,繁栄,200,750,0,0,自身に毎ターンHP回復状態を30付与する,自身に毎ターンHP回復状態を50付与する[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-
784,2,3,欺瞞,0,0,150,500,自身の弱体付与成功率を3%アップする,自身の弱体付与成功率を5%アップする[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-
